country,question_id,question_text,response,validation_status,evidence_count,evidence_ids,document_ids,pages,response_id,run_id,prompt_version,question_version
hong-kong,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais ao enfatizarem a análise ética das questões relativas ao uso das TIC e a importância da responsabilidade social na sua utilização. Eles também tratam dos riscos e benefícios das tecnologias e da necessidade de discutir as implicações legais e éticas associadas a elas.",candidate,2,EVID_HONG_KONG_Q07_HK_002_P0043_001; EVID_HONG_KONG_Q07_HK_002_P0044_002,HK_002,HK_002:p43-44; HK_002:p44,RESP_HONG_KONG_Q07_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a Inteligência Artificial e ética, bem como a privacidade e segurança em tecnologias digitais, avaliando as implicações sociais e éticas do uso de tecnologias computacionais.",candidate,2,EVID_IRLANDA_Q07_IE_001_P0020_001; EVID_IRLANDA_Q07_IE_001_P0009_002,IE_001,IE_001:p20; IE_001:p9,RESP_IRLANDA_Q07_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a necessidade de desenvolver habilidades de pensamento crítico e análise ao lidar com tecnologias digitais, focando também na comunicação e no tratamento ético da informação. É enfatizado o uso apropriado e responsável de dados, com considerações sobre segurança e privacidade na gestão de informações.",candidate,2,EVID_JAPAO_Q07_JP_002_P0001_001; EVID_JAPAO_Q07_JP_002_P0001_002,JP_002,JP_002:p1; JP_002:p1,RESP_JAPAO_Q07_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos discutem a integração de tecnologias digitais no currículo escolar, enfatizando a importância do aprendizado sobre competências digitais, segurança, ética e privacidade. A abordagem inclui práticas de ensino que promovem a inovação, o pensamento crítico e a colaboração, preparando os alunos para um mundo digital em transformação.",candidate,2,EVID_NOVA_ZELANDIA_Q07_NZ_001_P0010_001; EVID_NOVA_ZELANDIA_Q07_NZ_001_P0014_002,NZ_001,NZ_001:p10; NZ_001:p14,RESP_NOVA_ZELANDIA_Q07_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a importância da avaliação inclusiva e da acessibilidade às tecnologias digitais, destacando a necessidade de processos avaliativos que respeitem a diversidade e promovam a equidade entre estudantes.",candidate,2,EVID_QUENIA_Q07_KE_001_P0128_001; EVID_QUENIA_Q07_KE_001_P0116_002,KE_001,KE_001:p128; KE_001:p116,RESP_QUENIA_Q07_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a segurança e o uso responsável das tecnologias digitais, mencionando que os alunos devem usar a tecnologia de forma segura e respeitosa, mantendo informações pessoais privadas e identificando onde buscar ajuda em caso de preocupações sobre conteúdos ou contatos na internet. Além disso, eles devem entender como mudanças na tecnologia afetam a segurança, incluindo novas maneiras de proteger sua privacidade online e como identificar e relatar uma variedade de preocupações.",candidate,2,EVID_REINO_UNIDO_Q07_UK_001_P0002_001; EVID_REINO_UNIDO_Q07_UK_002_P0003_002,UK_001; UK_002,UK_001:p2; UK_002:p3,RESP_REINO_UNIDO_Q07_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a ética no uso da internet, enfatizando a importância de práticas respeitosas e a conscientização sobre questões de copyright e segurança na web. A segurança também é tratada, com ênfase em estratégias para evitar malware e hacking. Contudo, a evidência sobre inteligência artificial e seu uso responsável não foi encontrada.",candidate,2,EVID_RUANDA_Q07_RW_001_P0021_001; EVID_RUANDA_Q07_RW_001_P0021_002,RW_001,RW_001:p21; RW_001:p21,RESP_RUANDA_Q07_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam inteligência artificial e ética, privacidade, e segurança ao destacar a importância de transparência e responsabilização das organizações no uso de tecnologia. A ética é discutida em relação ao impacto social e legal das tecnologias digitais, enfatizando a necessidade de informações claras sobre o uso de IA e o comportamento esperado das tecnologias. Há uma ênfase nas responsabilidades das organizações em garantir a privacidade e a segurança dos dados dos usuários.",candidate,2,EVID_SINGAPURA_Q07_SG_014_P0056_001; EVID_SINGAPURA_Q07_SG_002_P0006_002,SG_002; SG_014,SG_014:p56-57; SG_002:p6-7,RESP_SINGAPURA_Q07_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a utilização responsável das tecnologias digitais enfatizando a segurança, a ética e a privacidade na comunicação e no compartilhamento de informações. Há a necessidade de seguir regras de uso e manter um comportamento respeitoso nas interações digitais.",candidate,3,EVID_SUICA_Q07_CH_001_P0006_001; EVID_SUICA_Q07_CH_001_P0006_002; EVID_SUICA_Q07_CH_001_P0001_003,CH_001,CH_001:p6; CH_001:p6; CH_001:p1,RESP_SUICA_Q07_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a ética, privacidade, segurança e o uso responsável das tecnologias digitais ao discutir tópicos como a compreensão das relações entre tecnologia e sociedade, os impactos sociais e ambientais da tecnologia, e a necessidade de respeitar a ética e a legislação relacionada ao uso de informações e comunicação.",candidate,2,EVID_TAIWAN_Q07_TW_001_P0027_001; EVID_TAIWAN_Q07_TW_001_P0027_002,TW_001,TW_001:p27; TW_001:p27,RESP_TAIWAN_Q07_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q07,"Como os documentos abordam Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais?","Os documentos abordam a Inteligência Artificial, ética, privacidade, segurança e uso responsável das tecnologias digitais ao enfatizar a importância de desenvolver competências digitais que incluem a avaliação crítica da informação e a utilização ética e segura das ferramentas tecnológicas. Também se discute a necessidade de formar cidadãos conscientes dos direitos e deveres no ambiente digital.",candidate,2,EVID_URUGUAI_Q07_UY_003_P0003_001; EVID_URUGUAI_Q07_UY_003_P0005_002,UY_003,UY_003:p3; UY_003:p5,RESP_URUGUAI_Q07_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Nos documentos, a inclusão, acessibilidade e equidade digital são tratados de forma a considerar a necessidade de superar a divisão digital e promover o uso responsável das Tecnologias da Informação e Comunicação (TICs). O impacto social e a importância de promover a acessibilidade são abordados, com ênfase na necessidade de considerar as consequências de erros humanos e na importância da ética no uso das TICs.",candidate,2,EVID_AFRICA_DO_SUL_Q08_AF_ZA_02_P0017_001; EVID_AFRICA_DO_SUL_Q08_AF_ZA_01_P0021_002,AF-ZA-01; AF-ZA-02,AF-ZA-02:p17; AF-ZA-01:p21,RESP_AFRICA_DO_SUL_Q08_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Os documentos tratam da inclusão, acessibilidade e equidade digital ao explorar como os estudantes interagem com sistemas digitais e como suas decisões de design devem considerar as necessidades dos usuários. Eles enfatizam a importância de identificar dados pessoais e reconhecer os riscos associados, além de utilizar tecnologias de forma responsável e colaborativa.",candidate,2,EVID_AUSTRALIA_Q08_OC_AU_01_P0001_001; EVID_AUSTRALIA_Q08_OC_AU_02_P0002_002,OC-AU-01; OC-AU-02,OC-AU-01:p1; OC-AU-02:p2,RESP_AUSTRALIA_Q08_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Os documentos abordam a inclusão, acessibilidade e equidade digital através da identificação de tecnologias assistivas e da promoção de práticas pedagógicas que consideram as necessidades de estudantes com deficiência. Além disso, ressaltam a importância de garantir o suporte técnico e pedagógico adequado, mapeando as demandas de acessibilidade e assegurando direitos fundamentais a todos os alunos.",candidate,3,EVID_BRASIL_Q08_BR_010_P0010_001; EVID_BRASIL_Q08_BR_018_P0004_002; EVID_BRASIL_Q08_BR_015_P0003_003,BR_010; BR_015; BR_018,BR_010:p10; BR_018:p4; BR_015:p3,RESP_BRASIL_Q08_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Ontario está trabalhando para alcançar a inclusão digital ao desenhar programas e serviços que sejam inclusivos e acessíveis desde o início, fechar lacunas de conexão em comunidades rurais e remotas, e tornar a Internet de alta qualidade e acessível em locais públicos. Além disso, busca desenvolver habilidades digitais essenciais e capacitar as pessoas a utilizar a tecnologia para resolver problemas locais em suas comunidades.",candidate,1,EVID_CANADA_Q08_CA_003_P0018_001,CA_003,CA_003:p18,RESP_CANADA_Q08_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão e equidade digital estão abordadas nas diretrizes de educação, enfatizando a colaboração, diversidade e a promoção do uso responsável da tecnologia. A alfabetização digital é destacada como crucial para o desenvolvimento de habilidades e participação em um ambiente digital seguro.",candidate,2,EVID_CHILE_Q08_CL_001_P0011_001; EVID_CHILE_Q08_CL_001_P0011_002,CL_001,CL_001:p11; CL_001:p11,RESP_CHILE_Q08_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Nos documentos, a inclusão, acessibilidade e equidade digital são abordadas por meio da promoção de uma educação centrada no aluno e na utilização de tecnologias digitais para melhorar o aprendizado, além de enfatizar a segurança e a responsabilidade na utilização das ferramentas digitais.",candidate,3,EVID_CHINA_Q08_AS_CN_01_P0013_001; EVID_CHINA_Q08_AS_CN_01_P0067_002; EVID_CHINA_Q08_AS_CN_02_P0003_003,AS-CN-01; AS-CN-02,AS-CN-01:p13; AS-CN-01:p67-68; AS-CN-02:p3,RESP_CHINA_Q08_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são abordadas por meio de políticas que visam reduzir a disparidade de oportunidades educacionais e garantir o acesso a recursos digitais. Isso inclui o apoio na redução de custos para estudantes de famílias de baixa renda e a disponibilização de conteúdos educacionais adaptados para alunos com deficiências.",candidate,2,EVID_COREIA_DO_SUL_Q08_KR_001_P0001_001; EVID_COREIA_DO_SUL_Q08_KR_001_P0040_002,KR_001,KR_001:p1; KR_001:p40,RESP_COREIA_DO_SUL_Q08_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Os documentos abordam a inclusão, acessibilidade e equidade digital ao enfatizar a utilização de e-ensinos e serviços digitais, além de promulgar a conscientização sobre segurança digital, privacidade e a importância da diversidade cultural.",candidate,2,EVID_ESTONIA_Q08_EU_EE_01_PNA_001; EVID_ESTONIA_Q08_EU_EE_02_P0009_002,EU-EE-01; EU-EE-02,EU-EE-01:p15; EU-EE-02:p9,RESP_ESTONIA_Q08_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
eua,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são abordadas por meio de conceitos que enfatizam a necessidade de um entendimento social das implicações do mundo digital, destacando a importância da equidade e acesso à tecnologia. Além disso, considera-se que a diversidade de necessidades e a acessibilidade devem ser levadas em conta ao desenvolver produtos computacionais. O foco na inclusão e diversidade é central para a prática de promover uma cultura de computação inclusiva.",candidate,2,EVID_EUA_Q08_US_001_P0039_001; EVID_EUA_Q08_US_001_P0039_002,US_001,US_001:p39; US_001:p39,RESP_EUA_Q08_20260912T142218Z,RUN_EUA_20260912T142218Z,rag-country-v3.2,3.0
finlandia,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital na Finlândia são sustentadas por valores que promulgan a educação de qualidade como um direito para todos os alunos. Existe um foco na diversidade linguística e cultural, sendo promovida uma escola que atue como uma comunidade de aprendizagem, com ênfase na participação e democracia. O currículo enfatiza a promoção da equidade, igualdade, interação respeitosa e construção de ambientes de aprendizagem seguros e diversos, onde cada aluno é valorizado e incentivado.",candidate,2,EVID_FINLANDIA_Q08_FI_001_P0002_001; EVID_FINLANDIA_Q08_FI_001_P0003_002,FI_001,FI_001:p2; FI_001:p3,RESP_FINLANDIA_Q08_20260912T142441Z,RUN_FINLANDIA_20260912T142441Z,rag-country-v3.2,3.0
gana,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são abordadas ao enfatizar o desenvolvimento de competências digitais e a promoção de um ambiente de aprendizagem adaptado às necessidades individuais dos alunos.",candidate,2,EVID_GANA_Q08_GH_002_P0007_001; EVID_GANA_Q08_GH_002_P0030_002,GH_002,GH_002:p7; GH_002:p30,RESP_GANA_Q08_20260912T142704Z,RUN_GANA_20260912T142704Z,rag-country-v3.2,3.0
hong-kong,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são abordadas em diversos contextos, destacando a importância do acesso igualitário à informação e à tecnologia. A literatura enfatiza a necessidade de respeitar os direitos de propriedade intelectual e cultivar a literacia da informação.",candidate,2,EVID_HONG_KONG_Q08_HK_001_P0058_001; EVID_HONG_KONG_Q08_HK_001_P0199_002,HK_001,HK_001:p58-59; HK_001:p199,RESP_HONG_KONG_Q08_20260912T142926Z,RUN_HONG_KONG_20260912T142926Z,rag-country-v3.2,3.0
irlanda,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Nos documentos, a inclusão, acessibilidade e equidade digital são abordadas por meio da ênfase em práticas e princípios que promovem a responsabilidade dos alunos em seu próprio aprendizado, além do uso de tecnologia adaptativa para apoiar pessoas com necessidades especiais.",candidate,2,EVID_IRLANDA_Q08_IE_001_P0006_001; EVID_IRLANDA_Q08_IE_001_P0017_002,IE_001,IE_001:p6-7; IE_001:p17,RESP_IRLANDA_Q08_20260912T143215Z,RUN_IRLANDA_20260912T143215Z,rag-country-v3.2,3.0
japao,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são tratadas nos documentos com enfoque em uma formação que promove a criação e a gestão de conteúdos acessíveis e inclusivos. Há ênfase na utilização de tecnologias que favoreçam a comunicação e a informação para todos, considerando as diversas necessidades dos usuários e promovendo a colaboração na produção de conteúdos.",candidate,2,EVID_JAPAO_Q08_JP_002_P0054_001; EVID_JAPAO_Q08_JP_002_P0177_002,JP_002,JP_002:p54; JP_002:p177-178,RESP_JAPAO_Q08_20260912T143439Z,RUN_JAPAO_20260912T143439Z,rag-country-v3.2,3.0
nova-zelandia,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A Nova Zelândia enfatiza a inclusão, acessibilidade e equidade digital em sua estratégia educacional. A integração de tecnologias digitais é vista como crucial, e os líderes educacionais são encorajados a colaborar com a comunidade e priorizar o aprendizado tecnológico, garantindo que todos os aprendizes tenham acesso às oportunidades necessárias.",candidate,2,EVID_NOVA_ZELANDIA_Q08_NZ_001_P0010_001; EVID_NOVA_ZELANDIA_Q08_NZ_001_P0008_002,NZ_001,NZ_001:p10; NZ_001:p8,RESP_NOVA_ZELANDIA_Q08_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z,rag-country-v3.2,3.0
quenia,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são abordadas por meio da integração da literacia digital nos currículos, enfatizando a importância do uso de tecnologias da informação e comunicação (TIC) para o aprendizado. O currículo também promove a aplicação de habilidades digitais em diversas disciplinas, assegurando que todas as áreas de ensino integrem a literacia digital como um componente essencial, visando atender às necessidades individuais de aprendizagem.",candidate,3,EVID_QUENIA_Q08_KE_001_P0108_001; EVID_QUENIA_Q08_KE_001_P0025_002; EVID_QUENIA_Q08_KE_002_P0023_003,KE_001; KE_002,KE_001:p108-109; KE_001:p25; KE_002:p23,RESP_QUENIA_Q08_20260912T143913Z,RUN_QUENIA_20260912T143913Z,rag-country-v3.2,3.0
reino-unido,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Os documentos tratam da inclusão, acessibilidade e equidade digital por meio da necessidade de garantir que todos os alunos se tornem usuários competentes e criativos da tecnologia da informação e comunicação, reconhecendo a importância de usar a tecnologia de maneira segura, respeitosa e responsável. Além disso, enfatizam a inclusão digital como parte do currículo, assegurando que todos os alunos tenham acesso e apoio adequados.",candidate,2,EVID_REINO_UNIDO_Q08_UK_001_P0001_001; EVID_REINO_UNIDO_Q08_UK_002_P0001_002,UK_001; UK_002,UK_001:p1-2; UK_002:p1-2,RESP_REINO_UNIDO_Q08_20260912T144124Z,RUN_REINO_UNIDO_20260912T144124Z,rag-country-v3.2,3.0
ruanda,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Os documentos abordam a inclusão, acessibilidade e equidade digital através da formação em Tecnologia da Informação e Comunicação (TIC), enfatizando habilidades práticas e éticas na utilização da internet. Há um foco na educação ética em pesquisas online e na utilização de ferramentas como Google Apps para resolver problemas reais.",candidate,2,EVID_RUANDA_Q08_RW_001_P0021_001; EVID_RUANDA_Q08_RW_001_P0022_002,RW_001,RW_001:p21; RW_001:p22,RESP_RUANDA_Q08_20260912T144341Z,RUN_RUANDA_20260912T144341Z,rag-country-v3.2,3.0
singapura,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Nos documentos, a inclusão, acessibilidade e equidade digital são abordadas através de enfoques que favorecem a formação íntegra do cidadão e a promoção de competências digitais como um tema transversal, garantindo equidade na educação. Vários princípios da governança da IA, como a justiça e o crescimento inclusivo, também suportam essas ideais.",candidate,2,EVID_SINGAPURA_Q08_SG_015_P0002_001; EVID_SINGAPURA_Q08_SG_013_P0001_002,SG_013; SG_015,SG_015:p2-3; SG_013:p1-4,RESP_SINGAPURA_Q08_20260912T144617Z,RUN_SINGAPURA_20260912T144617Z,rag-country-v3.2,3.0
suica,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","A inclusão, acessibilidade e equidade digital são promovidas através da utilização de ferramentas digitais em ambientes educacionais, enfatizando a capacidade dos alunos de navegar e utilizar plataformas colaborativas e de comunicação de forma autônoma e responsável.",inconclusive,0,,,,RESP_SUICA_Q08_20260912T144840Z,RUN_SUICA_20260912T144840Z,rag-country-v3.2,3.0
taiwan,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","Nos documentos, inclusão, acessibilidade e equidade digital são abordadas com foco em desenvolver habilidades para colaboração digital e responsabilidade social, além de promover a participação ativa em assuntos de tecnologia e ciência.",candidate,3,EVID_TAIWAN_Q08_TW_001_P0026_001; EVID_TAIWAN_Q08_TW_001_P0029_002; EVID_TAIWAN_Q08_TW_001_P0029_003,TW_001,TW_001:p26; TW_001:p29; TW_001:p29,RESP_TAIWAN_Q08_20260912T145057Z,RUN_TAIWAN_20260912T145057Z,rag-country-v3.2,3.0
uruguai,Q08,"Como inclusão, acessibilidade e equidade digital são tratadas nos documentos?","O Plan CEIBAL promove inclusão, acessibilidade e equidade digital ao garantir acesso igualitário à informação através da distribuição de laptops e conectividade. Além disso, contribui para mudanças metodológicas que adaptam a educação ao contexto atual e potencializam a comunicação digital entre famílias e escolas.",candidate,2,EVID_URUGUAI_Q08_UY_002_P0037_001; EVID_URUGUAI_Q08_UY_001_P0057_002,UY_001; UY_002,UY_002:p37-39; UY_001:p57,RESP_URUGUAI_Q08_20260912T145323Z,RUN_URUGUAI_20260912T145323Z,rag-country-v3.2,3.0
africa-do-sul,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","As dimensões sociais, culturais, éticas e humanas da educação digital devem ser incorporadas ao currículo de computação, destacando sua importância no uso responsável das tecnologias da informação e comunicação (TICs). Essas dimensões são consideradas em relação ao impacto que a tecnologia exerce sobre a vida cotidiana, a ética no uso de computadores e a promoção da saúde e bem-estar em um ambiente digital.",candidate,2,EVID_AFRICA_DO_SUL_Q09_AF_ZA_01_P0021_001; EVID_AFRICA_DO_SUL_Q09_AF_ZA_02_P0015_002,AF-ZA-01; AF-ZA-02,AF-ZA-01:p21; AF-ZA-02:p15-17,RESP_AFRICA_DO_SUL_Q09_20260912T140454Z,RUN_AFRICA_DO_SUL_20260912T140454Z,rag-country-v3.2,3.0
australia,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","O equilíbrio entre as dimensões técnicas da Computação e as dimensões sociais, culturais, éticas e humanas da Educação Digital é evidente na forma como as tecnologias digitais são utilizadas para atender às necessidades da comunidade, considerando impactos e responsabilidades no design de soluções.",candidate,2,EVID_AUSTRALIA_Q09_OC_AU_01_P0001_001; EVID_AUSTRALIA_Q09_OC_AU_02_P0004_002,OC-AU-01; OC-AU-02,OC-AU-01:p1; OC-AU-02:p4,RESP_AUSTRALIA_Q09_20260912T140702Z,RUN_AUSTRALIA_20260912T140702Z,rag-country-v3.2,3.0
brasil,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","As dimensões técnicas da Computação são fundamentais para criar uma cidadania digital ativa e para a inserção dos jovens no mundo do trabalho. No entanto, é essencial que essa abordagem técnica seja complementada por uma perspectiva social, crítica e ética, possibilitando que os estudantes desenvolvam habilidades que visam não apenas o domínio técnico, mas também a colaboração e a resolução de problemas em suas comunidades.",candidate,2,EVID_BRASIL_Q09_BR_008_P0006_001; EVID_BRASIL_Q09_BR_008_P0010_002,BR_008,BR_008:p6-10; BR_008:p10,RESP_BRASIL_Q09_20260912T140932Z,RUN_BRASIL_20260912T140932Z,rag-country-v3.2,3.0
canada,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","O equilíbrio entre as dimensões técnicas da Computação e as dimensões sociais, culturais, éticas e humanas da Educação Digital é evidenciado pela necessidade de um enfoque centrado no usuário nas abordagens digitais. Isso implica projetar programas e serviços que não apenas integrem a tecnologia, mas que também levem em conta as necessidades e experiências humanas, promovendo inclusão e acessibilidade desde a concepção até a implementação. Em um ambiente digital, é crucial que a tecnologia seja utilizada como uma ferramenta para atender a problemas humanos, garantindo que soluções tecnológicas não sejam vistas como fins em si mesmas, mas como meios para promover melhor experiência e resultados para as pessoas.",candidate,3,EVID_CANADA_Q09_CA_003_P0005_001; EVID_CANADA_Q09_CA_003_P0017_002; EVID_CANADA_Q09_CA_003_P0014_003,CA_003,CA_003:p5; CA_003:p17; CA_003:p14,RESP_CANADA_Q09_20260912T141201Z,RUN_CANADA_20260912T141201Z,rag-country-v3.2,3.0
chile,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","O equilíbrio entre as dimensões técnicas da Computação e as dimensões sociais, culturais, éticas e humanas da Educação Digital é promovido através da formação das habilidades de alfabetização digital e do uso responsável das tecnologias, que são fundamentais para a colaboração, comunicação e inovação. As bases curriculares enfatizam que esse aprendizado deve estar ligado diretamente às realidades sociais dos estudantes, permitindo que se organizem para abordar problemas e desenvolver projetos interdisciplinares que considerem aspectos éticos e sociais.",candidate,2,EVID_CHILE_Q09_CL_003_P0059_001; EVID_CHILE_Q09_CL_003_P0057_002,CL_003,CL_003:p59; CL_003:p57,RESP_CHILE_Q09_20260912T141439Z,RUN_CHILE_20260912T141439Z,rag-country-v3.2,3.0
china,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","A educação digital na China busca equilibrar as dimensões técnicas da computação com responsabilidades sociais e éticas, garantindo que os alunos desenvolvam não apenas habilidades tecnológicas, mas também uma consciência crítica sobre o uso da informação e a ética relacionada às tecnologias.",candidate,3,EVID_CHINA_Q09_AS_CN_01_P0013_001; EVID_CHINA_Q09_AS_CN_01_P0014_002; EVID_CHINA_Q09_AS_CN_01_P0010_003,AS-CN-01,AS-CN-01:p13; AS-CN-01:p14; AS-CN-01:p10,RESP_CHINA_Q09_20260912T141700Z,RUN_CHINA_20260912T141700Z,rag-country-v3.2,3.0
coreia-do-sul,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","As dimensões técnicas da Computação, através da aplicação de tecnologias como e-books e plataformas digitais, têm facilitado um ensino mais voltado para a auto-dirigência e atividades diversificadas, alterando o foco das aulas para envolver mais os alunos. Isso se traduz em um aprendizado que promove competências como auto-dirigido, criatividade, inovação e pensamento crítico. Por outro lado, a inclusão de conteúdos digitais também busca minimizar a divisão digital, garantindo o acesso equitativo à educação.",candidate,3,EVID_COREIA_DO_SUL_Q09_KR_001_P0074_001; EVID_COREIA_DO_SUL_Q09_KR_001_P0078_002; EVID_COREIA_DO_SUL_Q09_KR_001_P0052_003,KR_001,KR_001:p74; KR_001:p78; KR_001:p52,RESP_COREIA_DO_SUL_Q09_20260912T141943Z,RUN_COREIA_DO_SUL_20260912T141943Z,rag-country-v3.2,3.0
estonia,Q09,"Que equilíbrio existe entre dimensões técnicas da Computação e dimensões sociais, culturais, éticas e humanas da Educação Digital?","A Educação Digital na Estônia procura equilibrar dimensões técnicas e sociais, enfatizando a importância do uso seguro e ético das tecnologias, bem como a criação de ambientes de aprendizagem que respeitem as diferenças individuais dos alunos.",candidate,2,EVID_ESTONIA_Q09_EU_EE_02_P0009_001; EVID_ESTONIA_Q09_EU_EE_02_P0005_002,EU-EE-02,EU-EE-02:p9; EU-EE-02:p5,RESP_ESTONIA_Q09_20260912T135902Z,RUN_ESTONIA_20260912T135902Z,rag-country-v3.2,3.0
